employee_id,nama,tanggal_bergabung,tanggal_isi_survei,jenis_kelamin,usia,pendidikan_terakhir,status_pernikahan,jumlah_tanggungan,departemen,jabatan,lama_bekerja_tahun,tipe_perusahaan,ukuran_perusahaan,rentang_gaji,status_wfh,jenis_shift,jam_kerja_per_hari,jam_lembur_per_hari,hari_kerja_per_minggu,frekuensi_meeting_per_hari,beban_kerja_persepsi,jumlah_deadline_per_minggu,jam_tidur_per_hari,kualitas_tidur,waktu_tidur_malam,jam_istirahat_siang,frekuensi_olahraga_per_minggu,durasi_olahraga_menit,jam_layar_per_hari,konsumsi_kafein_per_hari,status_merokok,pola_makan,tingkat_stres,tingkat_kecemasan,tingkat_depresi,motivasi_kerja,kepuasan_kerja,work_life_balance,produktivitas_diri,kemampuan_konsentrasi,dukungan_sosial_rekan,dukungan_atasan,keluhan_fisik_utama,riwayat_kesehatan_mental,akses_layanan_kesehatan_mental,frekuensi_konflik_kerja,keamanan_pekerjaan,kebijakan_mh_perusahaan,status_kesehatan_mental,deskripsi_keluhan,tingkat_burnout
6202,,30-Oct-23,9/23/2025,P,26.13,Magister,Menikah,1,Finance,,0.1,Startup,51-200 orang,<3jt,yes,12:00-21:00,7.49,3.85,7,2,Tinggi,4,7.27,5.97,12 malam,1.03,2.28,31.05,7.91,1,Tidak,Baik,6.92,10,-2.9,6.88,,7.24,7.95,5.2,5.94,8.01,Mata Lelah,Depresi,Tidak,1.02,Sangat Tidak Aman,Ya,Bad,N/A,8.24
EMP28776,Gabriella Andriani,9/29/2021,1/27/2019,Pria,33.13,D3,Menikah,2,Engineering,Software Engineer,7.62,Corporate,51-200 orang,8-12 juta,kadang,siang,9.53,3.18,6.8,2,Berat,3,8.06,8.54,00:00-01:00,0.64,1.21,60.67,3.68,3,Tidak,Buruk,6.16,5.38,3.56,5.28,7.23,3.67,7.94,,5.75,1,Tidak Ada,Tidak Ada,ya,5.77,Aman,Tidak Ada,Cukup Baik,anxiety tinggi,0.49
ID2527,R. Ami Suwarno,12/24/2019,10-Dec-21,P,31.94,D3,Belum Menikah,,IT,Intern,3.97,Corporate,> 1000 orang,12-20 juta,Kadang,Malam,10.79,2.92,35.76,6,Berat,3,7.12,4.52,23:00-00:00,1.33,12.71,,4.71,,Ya,Cukup,,8.99,6.12,3.45,5.82,5.95,5.69,9.15,7.36,,Mata Perih,Tidak Ada,Tidak,6.05,Cukup Aman,Ada,Buruk,anxiety tinggi,0.74
KRY02479,Ir. Ghani Namaga,12-Apr-26,13-Sep-20,Laki-laki,,Magister,Belum Menikah,1,Finance,Frontend Developer,3.4,NGO,Enterprise,12-20 juta,Ya,Flexible,12.74,0.6,,3,,2,5.24,6.93,21:00-22:00,,1.27,,9.31,1,Tidak,tidak teratur,8.72,9.52,2.5,10,2.45,3.75,8,,,2.47,Pusing,Tidak Ada,Ya,2.01,Sangat Aman,Ada dan Efektif,Buruk,tim tidak supportif,0.91
KRY21718,Lutfan Permata,8-Aug-22,5-Jun-24,P,18,,Menikah,1,Engineering,Sales Manager,1.14,BUMN,10-50 orang,5-8 juta,Ya,Pagi,10.75,0.9,4.22,5,Sangat Berat,,6.74,4.65,21:00-22:00,1.15,6.28,56.23,7.73,,Tidak,Tidak Teratur,7.07,10,,6.56,,4.03,4.67,52.79,2.24,5.19,Tidak Ada,Tidak Ada,ya,7.49,Netral,Ada dan Efektif,Baik,CAPE BANGET,0.58
ID1296,Kani Habibi,2/4/2021,11/12/2018,perempuan,28.31,D3,Belum Menikah,,hr,HR Staff,4.2,Corporate,>1000,< 3 juta,Hybrid,Siang,11.31,2.2,5.86,4,Sedang,0,6.72,6.47,22:00-23:00,0.38,1.58,4.23,9.32,2,Tidak,Sehat,9.34,6.07,1.79,4.08,9.05,5.16,3.21,8.31,6.7,5.67,Tidak Ada,Pernah Depresi,Sudah Pernah,5.4,Tidak Aman,Tidak Ada,sangat buruk,baik-baik saja,0.98
27741,,,12/11/2021,,23.57,S2,Menikah,,Marketing,Software Engineer,0.18,Swasta,51-200 orang,5-8 juta,Tidak,Fleksibel,11.1,0.74,6.42,2,Berat,4,5.14,1.26,10 malam,0.48,2.86,0,-8.5,5,Tidak,Teratur,,,6.01,4.5,7.24,4.04,,4.84,7.46,4.43,Sakit Kepala,Anxiety,Ya,1.33,Aman,tidak ada,Cukup,mood swing,0.66
ID25968,Irma Sudiati,7/28/2021,1/5/2023,P,28.99,s1,Single,1,Finance,HR Staff,0.51,Startup,51-200 orang,> 30 juta,Tidak,Rotasi,8.7,0.07,7,2,Sedang,2,5.93,6.93,jam 12,0.65,2.24,75.96,,2,Tidak,Cukup,7.35,,2.86,2.55,-,6.14,5.65,6.4,6.92,5.43,Tidak Ada,Pernah Depresi,Pernah,5.65,Netral,Ada tapi Jarang Dipakai,Cukup,kurang tidur terus,0.13
21860,Rahmi Hassanah,,17-Aug-20,perempuan,34.86,S1,Belum Menikah,1,it,Frontend Developer,,freelance,51-200,,Tidak,Rotasi,5.21,0.1,5.9,1,Sedang,2,6.91,5.61,23:00-00:00,0.63,1.34,18.42,6.64,2,tidak,Tidak Teratur,,8.42,2.97,5.86,2.94,6.04,5.29,6.9,6.04,3.58,Tidak Ada,Anxiety,Tidak,5.76,Aman,Tidak Ada,Baik,mood swing,0.61
EMP23029,Nilam Waskita,28-Dec-22,11/7/2018,cewe,20.54,S1,Belum Menikah,1,Sales,Intern,1.8,Corporate,< 10 orang,8-12 juta,Tidak,Pagi,10.76,unknown,5.68,7,Berat,,,6.55,jam 12,1.52,1.52,37.77,4.72,1,Tidak,Teratur,9.59,6.19,3.98,5.76,1.49,8.66,4.49,8.19,7.48,2.88,Sakit Kepala,Tidak Ada,Ya,6.09,Tidak Aman,Tidak Tahu,OK,susah fokus kerja,0.92
ID29606,"Dalimin Samosir, S.Gz",,8/18/2025,Pria,25.89,SMA/SMK,Menikah,1,Keuangan,Product Manager,2.42,STARTUP,< 10 orang,12-20 juta,Tidak,Fleksibel,7.24,0.4,4.37,1,Sedang,4,8.18,,22:00-23:00,0.2,3.46,30.86,7.49,4,Ya,Sangat Buruk,5.19,3.14,4.93,4.09,4.57,6.3,6.16,6,7.34,6.93,Tidak Ada,anxiety,Belum Pernah,4.14,Cukup Aman,Tidak Tahu,Buruk,,0.57
emp-29661,drg. Raditya Simanjuntak,12/15/2021,28-03-2025,Laki-laki,18,S1,Menikah,1,Finance,,4.06,Startup,10-50 orang,>30jt,ya,Pagi,4,13.79,6.41,,Ringan,2,-,5.03,21:00-22:00,,0.46,12.02,5.24,1,Tidak,Buruk,,9.82,1,8.49,2.25,n/a,5.44,5.15,3.85,5.41,Insomnia,Tidak Ada,Tidak,6.35,Sangat Khawatir,Ada,Parah,,0.68
emp-13897,"Hamzah Puspasari, M.Farm",0000-00-00,6/8/2023,L,23.02,SMA,Menikah,1,marketing,Data Analyst,3.09,BUMN,> 1000 orang,5-8 juta,Tergantung,Rotasi,8.47,,6.17,7,Sedang,4,5.53,2.07,tidak tentu,0.54,1.34,28.01,5.97,0,Tidak,Teratur,7.02,?,5.95,,6.75,1.58,9.2,5.69,3.3,1.93,Sakit Kepala,Tidak Ada,Tidak,5.87,Cukup Aman,tidak tahu,okay,tidak mau menjawab,0.5
29914,"Puti Shania Wijayanti, M.Pd",2/6/2019,7/20/2025,Laki-laki,31.74,S1,Belum Menikah,1,Customer Service,Data Scientist,0.64,Startup,10-50 orang,3-5 juta,Tidak,fleksibel,8.2,1.39,5.61,1,Sedang,n/a,6.96,6.37,22:00-23:00,1.46,1.33,44.66,9.1,4,Tidak,Sehat,5.45,6.24,4.02,9.59,4.16,3.72,-5.16,,8.07,2.69,-,Tidak Ada,Tidak,,Cukup Aman,Ada,Tidak Baik,merasa tertekan,0.98
emp-17965,Tedi Novitasari,1/6/2022,11/3/2026,Laki-laki,27.62,,Menikah,1,Sales,Finance Manager,2.9,BUMN,Menengah,20-30 juta,Ya,Rotasi,8.21,,5.81,2,Ringan,2,5.27,7.63,23:00-00:00,1.15,,22.82,8.2,3,Tidak,Buruk,7.41,7.97,,8.91,3.13,5.08,3.6,4.94,4.42,1.71,sakit kepala,Tidak Ada,Belum Pernah,3.98,Sangat Aman,Kurang Tahu,,Sering Merasa Lelah,0.86
28238,Lala Mandala,10/5/2020,3/18/2025,laki,33.32,S1,Menikah,2,Logistik,Marketing Manager,20.29,corporate,201-500 orang,12-20 juta,YES,Shifting,12.87,0.93,5.43,5,Medium,1,5.75,-4.94,22:00-23:00,0.61,0.17,35.06,9.41,2,Tidak,Buruk,73.15,7.46,6.31,2.89,2.56,1.87,2.26,8.44,5.91,8.88,-,Tidak Ada,Ya,6.4,Aman,Kurang Tahu,Cukup,tidak ada work life balance,
EMP00840,Banawa Rajata,13-Oct-20,16/02/2024,Perempuan,27.5,s2,Menikah,2,HR,Project Manager,4.54,Corporate,> 1000 orang,3-5 juta,Ya,fleksibel,9.58,1.48,5.5,2,Sedang,,17.35156564,5.26,bervariasi,0.66,2.52,25.52,6.71,,Kadang,Tidak Teratur,4.49,8.68,4.87,6.04,4.9,4.63,4.58,8.13,8.19,5.9,Tidak Ada,Tidak Ada,Ya,3.44,Aman,,Cukup Baik,gaji tidak cukup,0.62
EMP27758,Lamar Firmansyah,8/1/2022,12/9/2021,,19.94,S1,Belum Menikah,1,it,Sales Manager,3.64,Startup,51-200 orang,5-8 juta,Ya,fleksibel,9.27,1.97,6.59,3,Ringan,1,8.14,5.41,,1.26,3.82,,55.25,unknown,Tidak,Buruk,7.25,7.06,7.65,,4.32,2.49,3.35,3.83,6.24,5.04,Jantung Berdebar,Tidak Ada,Tidak Tahu Ada,2.07,Netral,Ada dan Efektif,Cukup Baik,hubungan dengan atasan buruk,0.82
5479,Patricia Utami,19-Oct-22,2/23/2022,Perempuan,40.41,SMA/SMK,cerai,2,Finance,Operations Staff,7.73,Swasta,201-500 orang,12-20 juta,Ya,Fleksibel,10.59,2.77,5.56,4,Sangat Ringan,3,,,23:00-00:00,1.25,,32.11,8.12,2,Tidak,Buruk,7.24,8.33,6.62,10,6.37,3.57,,2.5,7.33,,Tidak Ada,Tidak Ada,Online Konseling,5.02,Khawatir,Tidak Ada,Baik,,0.5
KRY17882,"Cornelia Permata, S.Ked",,8/4/2025,,34.99,D3,Lajang,0,IT,Technical Support,0.8,PMA,201-500 orang,3-5 juta,Tidak,Siang,10.29,0.71,-5.07,0,Sangat Berat,2,2.63,3.79,23:00-00:00,0.52,1.19,8.62,5.44,0,Tidak,Tidak Teratur,7.04,6.48,-7.13,7.64,2.97,2.73,7.3,7.17,5.75,3.82,Mual,OCD,Tidak,3.19,Netral,Ada tapi Tidak Efektif,Cukup Baik,merasa tidak dihargai,0.86
EMP05526,R.M. Marsudi Suryatmi,,4/12/2021,Wanita,32.98,Sarjana,Menikah,2,Penjualan,Backend Developer,1.36,Corporate,< 10 orang,5-8 juta,Hybrid,Pagi,11.47,1.55,4.81,4,Berat,3,7.48,,01:00-02:00,1.12,0.75,20.05,14.08,1,Tidak,Cukup,5.6,6.35,-5.15,6.09,8.09,2.46,3.3,5.32,7.19,2.96,Tidak Ada,Tidak Ada,Ya,7.43,tidak aman,Ya,Cukup Baik,anxiety tinggi,
emp-6294,Zulaikha Manullang,,7/17/2019,Wanita,39.04,S1,single,11.94,IT,Data Analyst,6.15,Freelance,>1000,5-8 juta,Ya,Fleksibel,8.6,1.71,5.55,4,Sedang,1,5.48,7.87,00:00-01:00,1.03,1.79,43.28,6.78,0,Tidak,Teratur,,6.73,,,6.39,3.8,5.67,6.37,10,5.51,Insomnia,Bipolar,Tidak,4.94,Sangat Aman,Tidak Tahu,Baik,tidak ada keluhan,0.28
23579,"Cut Najwa Suryono, M.M.",7/11/2024,16-Sep-18,Laki-laki,29.15,S-1,Cerai,2,Marketing,Customer Service,0.1,Freelance,< 10 orang,8-12 juta,Tidak,Night Shift,6.41,0.6,4.39,2,Sedang,0,9.2,1.79,23:00-00:00,0.49,0.5,,12.39,1,Tidak,Buruk,5.58,10,6.1,2.2,,,5.72,2.28,6.73,6.2,Tidak Ada,Tidak Tahu,Tidak Ada Akses,3.69,Aman,Tidak Tahu,Baik,n/a,5.19
EMP01763,"Lidya Kuswandari, M.Farm",23-Jun-20,19-Apr-26,,,,Menikah,1,Marketing,Marketing Manager,0.73,Corporate,> 1000 orang,8-12 juta,NO,Pagi,7.51,,5.45,4,Sangat Berat,3,7.27,3.94,00:00-01:00,1.24,,23.34,8.55,3,ya,Sedang,7.14,4.12,,4.87,5.25,2.18,52.55,8.71,7.42,4.26,nyeri punggung,Tidak Ada,Ya,6.08,Aman,Ada tapi Jarang Dipakai,Baik,tidak mau menjawab,0.67
ID29023,Hana Saragih,11/14/2021,5/5/2023,laki,34.05,S1,Belum Menikah,1,Product,Finance Analyst,6.92,Badan Usaha Milik Negara,10-50 orang,20-30 juta,Tidak,Siang,11.65,0.07,4.83,3,sedang,3,-5.76,1,bervariasi,0,0.51,20.36,5.25,3,Tidak,,,6.65,3.76,8.02,6.87,3.54,,5.33,5.91,6.2,Tidak Ada,Tidak Ada,Tidak,3.56,Aman,Tidak,Tidak Baik,n/a,0.87
EMP20811,"Respati Simbolon, M.Ak",7/12/2019,9/19/2018,L,,S1,Menikah,0,HR,Technical Support,16.32,Startup,Mikro,8-12 juta,Tidak,Pagi,9.43,4.82,5.56,,Normal,2,4.12,6.74,> 02:00,1.29,7.82,3.12,9.43,2,Tidak,Teratur,7.4,6.44,4.88,8.33,5.69,-,7.17,,6.73,5.29,Nyeri Punggung,Tidak Pernah Didiagnosis,Ya,5.78,Sangat Aman,Tidak Tahu,Baik,  ,0.36
EMP26827,Raden Dongoran,tidak ingat,9/1/2023,Laki-laki,34.98,Doktor,Lajang,3,Sales,Operations Staff,,BUMN,10-50 orang,tidak mau menyebutkan,Hybrid,Pagi,10.2,0.62,4.86,-3,Heavy,N/A,6.7,6.34,23:00-00:00,1.23,0.21,9.85,3.06,1,Tidak,tidak teratur,,5.07,7.6,,5.02,6.55,7.99,6.73,5.46,7.41,Tidak Ada,Tidak Pernah Didiagnosis,Tidak,10,Aman,,Cukup Baik,CAPE BANGET,0.24
ID15662,"Dr. Elon Purwanti, S.T.",15-Apr-25,4/27/2020,Laki,20.83,S2,MENIKAH,0,Engineering,Supervisor,6.6,Corporate,>1000,5-8 juta,yes,Malam,10.34,3.46,6.72,4,Sedang,6,7.01,4.64,23:00-00:00,0.07,,20.26,8.2,0,Tidak,Baik,3.94,6.16,7.09,,4.82,2.45,2.61,,7.41,5.8,Nyeri Punggung,Tidak,Sudah Pernah,,Sangat Tidak Aman,Ada,Cukup Baik,tidak mau menjawab,
EMP10943,Daru Mansur,,1/19/2023,Laki-laki,27.14,Sarjana,Belum Menikah,1,operasional,Product Manager,2.99,Startup,,12-20 juta,Tidak,Night Shift,28.52,1.14,5.1,5,Sedang,2,7.29,6.66,00:00-01:00,0.48,0.04,31.11,10.64,2,Tidak,Sering Skip Makan,4.82,4.68,1,,8.82,-4.17,2.91,6.33,3.15,4.06,Nyeri Punggung,Kecemasan,Sedang Menjalani,7.44,Cukup Aman,Kurang Tahu,Buruk,tidak bisa tidur,
ID18545,Sutan Mulyanto Hariyah,1/4/2020,13/03/2023,Perempuan,28.95,D3,Belum Menikah,0,HR,Business Development,5.23,Startup,51-200 orang,< 3 juta,Hybrid,Fleksibel,8.18,7.2,5.37,4,Ringan,2,9.13,?,23:00-00:00,0.21,1.03,64.66,9.03,2,Tidak,Teratur,7.35,,unknown,7.15,6.27,4.99,5.73,3.81,9.6,64.05,Tidak Ada,Kecemasan,Ya,,Sangat Tidak Aman,tidak tahu,Cukup,takut kehilangan pekerjaan,0.54
emp-25204,Pardi Tampubolon,0000-00-00,11/5/2024,L,30.28,S1,Menikah,1,Operations,Backend Developer,3.79,Corporate,>1000,,Ya,Siang,5.01,1.28,5.34,2,berat,2,4.6,4.6,> 02:00,0.92,0.63,,8.79,1,Tidak,Sehat,8.13,,2.04,,8,5.05,4.5,4.31,7.35,7.06,lelah,OCD,Ya,4.11,Cukup Aman,Ada tapi Jarang Dipakai,fine,anxiety tinggi,0.43
10108,"Dagel Nasyidah, S.Psi",1/13/2019,6/10/2020,Perempuan,24.77,S1,Menikah,1,Finance,Technical Support,9.62,Corporate,501-1000 orang,< 3 juta,Ya,Fleksibel,10.25,8,56.82,3,Berat,2,4.99,4.19,11 malam,1.14,,35.4,11.29,0,Tidak,Tidak Teratur,3.61,9.14,-,1.37,4.5,5.06,9.16,3.34,7.78,,Insomnia,Tidak Ada,ya,7.86,Sangat Tidak Aman,tidak ada,Baik,fine aja,
kry_12646,"dr. Irma Pradana, S.Psi",tidak ingat,1/18/2024,perempuan,31.82,S1,Menikah,1,Human Resources,Team Lead,0.19,BUMN,10-50 orang,8-12 juta,T,Pagi,10.53,1.76,4.12,0,Sangat Berat,3,6.85,1,10 malam,1.07,1.93,4.31,8.32,3,Tidak,,9.97,7.92,1.77,6.79,4.59,3.08,6.66,3.4,8.3,6.67,Sakit Punggung,Burnout Sebelumnya,tidak,2.26,Aman,Ada tapi Jarang Dipakai,Sangat Buruk,anxiety tinggi,0.63
emp-28401,N/A,5-Dec-18,4/19/2024,Perempuan,31.71,S2,Menikah,,Legal,Data Analyst,3.04,Freelance,> 1000 orang,> 30 juta,hybrid,Pagi,8.76,0.04,7,2,Berat,1,7.2,10,tidak tentu,1.12,,223.86,7.58,,social smoker,Sehat,3.8,6.83,4.36,1.8,8.78,9.43,,1.98,6.88,6.09,Sakit Kepala,Tidak Ada,Ya,1,Khawatir,tidak tahu,baik,tidak bisa tidur,0.82
EMP28651,Ani Hidayanto,5/12/2021,6/21/2019,Perempuan,23.77,-,belum menikah,1,Sales,Business Development,0.29,Lainnya,,,Ya,Fleksibel,9.59,1.31,5.55,3,Sedang,3,4.04,3,bervariasi,0.78,0.01,34.06,12.12,2,Kadang,Cukup,2.44,7.4,7.83,2.07,3.3,3.95,3.1,9.43,10,3.79,Nyeri Punggung,Tidak Ada,Ya,,tidak tahu,Tidak Tahu,Parah,,0.59
KRY27843,"Radit Pranowo, S.Kom",18/08/2018,4/16/2022,LAKI-LAKI,36.92,SMA/SMK,Menikah,0,Sales,Frontend Developer,0.89,Akademik,201-500 orang,3-5 juta,tidak,malam,81.96,1.54,?,5,,2,3.59,5.92,22:00-23:00,0.35,2.25,394.4,7.51,2,Sosial,Teratur,7.1,3.46,,5.9,,2.5,8.14,3.68,4.77,5.89,Nyeri Punggung,Burnout Sebelumnya,Tidak Tahu Ada,5.05,tidak aman,Tidak Ada,Tidak Baik,tidak bisa tidur,1
EMP27024,"Prayogo Wijaya, M.TI.",,17-02-2021,pr,34.69,S1,Menikah,0,IT,Operations Staff,0.14,Startup,51-200 orang,< 3 juta,Ya,08:00-17:00,7.05,5.52,5.12,1,Sedang,4,3.18,9.27,23:00-00:00,0.3,6.97,,10.21,2,Ya,Tidak Teratur,7.41,,4.43,47.59,4.85,2.5,7.63,4.33,3.59,,,Pernah Depresi,Ya,6.2,Netral,Ada tapi Tidak Efektif,Baik,hubungan dengan atasan buruk,
E22951,Ina Simanjuntak,,2/25/2025,Perempuan,28.23,Diploma 3,Married,2,HR,Software Engineer,1.22,Swasta,501-1000 orang,< 3 juta,Tidak,Fleksibel,8.05,0.75,4.69,1,Berat,38.95,4.12,6.87,21:00-22:00,0.79,1.05,36.44,10.16,,no,Sedang,8.23,-7.21,3.91,2.62,5.45,5.26,7.72,9.18,,7.01,sakit kepala,Kecemasan,Tidak,1,Cukup Aman,,Cukup,CAPE BANGET,0.7
EMP11030,Nurul Dongoran,16-08-2021,15-Apr-24,Laki-laki,30.69,D3,Menikah,2,Sales,Team Lead,3.17,Corporate,> 1000 orang,8-12 juta,Hybrid,pagi,6.87,0.82,,3,tidak tahu,8,4.36,-7.42,Tidak Tentu,1.1,2.59,18.81,6.46,,Tidak,Sehat,5.43,4.36,4.35,4.59,2.87,5.04,4.67,3.29,9.06,10,Sakit Kepala,,Pernah,7.85,Netral,Tidak Tahu,Baik,kurang tidur terus,0.63
KRY13173,"R.M. Baktianto Utama, S.Gz",,6/6/2018,nan,39.34,S1,MENIKAH,0,Ops,Product Manager,1.79,Startup,Besar,5-8 juta,Tidak,22:00-06:00,6.5,0.19,6.13,8,Berat,,5.85,2.97,23:00-00:00,1.04,5.15,29.18,10.43,,Tidak,Teratur,7.52,9.02,5.94,4.03,7.8,4.36,4.74,54.72,,5.8,Nyeri Punggung,tidak ada,Ya,5.15,Tidak Aman,tidak tahu,Cukup,burnout parah,0.87
emp-20810,Anonim,8/10/2024,4/1/2021,Laki-laki,30.7,S1,Belum Menikah,1,Design,Project Manager,5.93,Startup,< 10 orang,8-12 juta,Ya,Pagi,5.02,0.35,4.8,0,Sedang,3,6.25,8.68,23:00-00:00,1.01,3.89,26.79,66.31,3,Tidak,Baik,8.22,5.52,2.89,49.33,5.31,3.77,,3.57,4.26,?,Insomnia,Tidak Tahu,Tidak,10,Cukup Aman,Tidak Tahu,,overwhelmed,0.94
ID6470,Drs. Simon Yuliarti,0000-00-00,23-May-25,Laki-laki,24.09,s1,Menikah,0,HR,,2.6,WFH,Kecil,12-20 juta,Iya,Fleksibel,9.46,1.82,5.13,4,Ringan,3,5.9,,00:00-01:00,1.04,2.25,15.46,101.17,1,Tidak,Jarang Makan,9.83,4.7,3.43,3.23,5.23,3.21,tidak tahu,4.88,4.75,5.73,Tidak Ada,Burnout Sebelumnya,Tidak,4.22,Netral,Ada dan Efektif,Baik,susah fokus kerja,0.79
kry_17975,Endah Prakasa,20-Mar-26,12/10/2020,male,26.1,Sarjana,Menikah,1,Engineering,Graphic Designer,1.47,Swasta,501-1000,5-8 juta,kadang,Pagi,12.59,0.51,4.94,5,Sedang,6,6.31,,23:00-00:00,0.35,4.24,41.65,14.84,5,Tidak,Tidak Teratur,6.95,8.52,,7,6.33,6.52,6.13,4.98,5.56,6.13,Tidak Ada,Kecemasan,Belum Pernah,1.15,Sangat Aman,Ada tapi Tidak Efektif,Buruk,sering merasa lelah,0.54
emp-13359,Sutan Umay Permata,12-Mar-21,7/4/2024,laki-laki,35.91,S1,Married,1,Finance,Data Analyst,1.99,Corporate,10-50 orang,,ya,Siang,12.38,0.5,5.31,,Ringan,3,unknown,2.31,00:00-01:00,0.41,3.47,46.34,10.84,,Ya,Baik,6.62,5.34,2.58,3.32,6.66,5.52,9.85,,6.09,,Mata Lelah,tidak mau menyebutkan,Tidak,3.59,Tidak Aman,Ya,Cukup,n/a,0.37
E13764,R. Michelle Kusumo,11-May-25,26-03-2026,Perempuan,30.21,-,Belum Menikah,1,HR,Lainnya,3.36,,> 1000 orang,< 3 juta,Ya,08:00-17:00,,0.79,7,,Tinggi,5,6.36,7.2,22:00-23:00,1.09,1.14,0,-6,0,Ya,Sedang,87.76,,-4.31,4.6,9.04,1,38.01,3.83,7.56,8.65,Sakit Kepala,Tidak Ada,Tidak,3.52,Tidak Aman,Ya,Baik,anxiety tinggi,0.77
kry_15,Maras Kuswoyo,4/19/2025,4/12/2022,Laki-laki,18,S2,cerai,1,operasional,Sales Executive,3.28,Swasta,201-500 orang,5-8 juta,Tidak,Pagi,8.87,0.66,3.33,4,Ringan,3,6.04,2.08,22:00-23:00,0,2.51,56.69,6.38,3,Sosial,Sangat Buruk,9.24,9.32,9.25,5.45,,6.48,4.97,,3.82,5.09,,depresi,Sudah Pernah,1.85,cukup aman,Ada dan Efektif,OK,sering sakit kepala,0.72
ID2996,"Ir. Umaya Megantara, M.Ak",tidak ingat,27-Sep-24,perempuan,29.54,S1,Belum Menikah,2,Operations,Customer Service,6.75,Corporate,51-200 orang,8-12 juta,Ya,Malam,9.92,3.48,5.97,4,Berat,3,4.74,7.07,23:00-00:00,0.93,3.44,30.84,5.74,0,Ya,Cukup,8.26,7.53,,10,4.02,2.7,7.49,5.59,5.13,5.39,Pusing,anxiety,Ya,1,Aman,Tidak Tahu,tidak tahu,overwhelmed,
E28446,Rahayu Putra,27-03-2023,11/2/2020,P,28.13,S1,Single,2,Pemasaran,Data Scientist,4.37,BUMN,< 10 orang,5-8jt,T,Malam,10.77,0.18,5.84,6,Sedang,2,7.17,8.42,00:00-01:00,0.78,0.99,36.84,10.07,4,Tidak,Baik,7.28,8.96,5.3,n/a,5.79,3.05,,7.63,8.88,4.55,Tidak Ada,Kecemasan,Tidak,7.09,Aman,Tidak Tahu,Baik,CAPE BANGET,0.77
emp-6478,Chelsea Kusumo,3/20/2023,2-Oct-23,laki,41.05,S1,Menikah,2,Marketing,Frontend Developer,6.19,Startup,> 1000 orang,20-30 juta,Tidak,Pagi,8.17,4.23,5.72,4,Sedang,3,5.56,4.25,23:00-00:00,,2.98,46.9,8.28,2,Kadang,Buruk,65.2,6.38,3.48,8.52,,8.02,5.62,,2.19,6.41,lelah,Anxiety,Tidak,4.45,cukup aman,Ada dan Efektif,Cukup,tidak mau menjawab,0.92
kry_4669,,8/25/2021,13/05/2023,P,23.01,S1,single,,Engineering,Junior Developer,3.28,PMA,< 10 orang,< 3 juta,Tidak,Fleksibel,9.13,0.18,4.78,5,ringan,1,6.08,3.5,bervariasi,1.66,3.23,54.24,,-2,Tidak,Buruk,6.35,7.74,9.65,6.81,1.62,5.1,,3.52,10,8.79,Insomnia,Pernah Depresi,Ya,3.05,Cukup Aman,Tidak Tahu,Cukup Baik,tidak ada work life balance,0.35
E7414,Usyi Siregar,0000-00-00,3-Jul-24,P,22.6,SMA/SMK,cerai,0,HR,Technical Support,5.26,Corporate,501-1000,12-20 juta,Tidak,Siang,9.03,3.56,6.32,1,Sedang,,6.58,5.11,01:00-02:00,0.69,0.59,36.56,,0,social smoker,Sangat Buruk,7.42,8.18,3.44,4.7,5.55,4,3.19,8.41,8.72,7.31,Tidak Ada,Burnout Sebelumnya,Ya,3.31,Sangat Aman,Ada dan Efektif,,N/A,3.94
EMP08738,Tira Nurdiyanti,,11/22/2020,Perempuan,,Magister,N/A,1,Human Resource,Digital Marketing,0.96,Corporate,> 1000 orang,>30jt,Tidak,Malam,,1.39,5.31,4,sangat berat,1,-,1,01:00-02:00,0.88,1.38,7.32,6.37,4,Tidak,Buruk,7.21,5.25,6.16,7.53,3.46,8.68,5.36,6.48,5.06,4.99,Nyeri Punggung,Tidak Ada,Ya,8.63,Sangat Tidak Aman,Tidak Ada,Cukup Baik,kurang tidur terus,0.75
E20451,,9-Jan-20,19/11/2024,Laki-laki,34.75,S3,Menikah,0,Product,Software Engineer,5.61,,10-50 orang,8-12 juta,NO,Pagi,11.63,0.46,5.95,4,Berat,4,-7.45,6.95,23:00-00:00,0.28,2,57.1,8.13,tidak tahu,Ya,Sedang,10,7.04,4.58,10,6.23,,4.7,8.31,7.29,3.15,Sakit Punggung,Burnout Sebelumnya,Tidak,7.73,Cukup Aman,Tidak Tahu,cukup baik,tidak semangat kerja,0.63
emp-26189,"Dinda Sinaga, M.Kom.",8/2/2018,30-Dec-21,Perempuan,18,S1,Single,1,Sales,Sales Executive,0.78,Startup,501-1000 orang,< 3 juta,Hybrid,Flexible,4.96,1.27,5.06,,Sedang,,,unknown,23:00-00:00,0.79,0.84,14.85,10.19,4,tidak,tidak teratur,2.23,9.34,2.33,1,4.22,4.26,3.84,6.29,5.47,7.01,Mata Lelah,anxiety,Tidak Ada Akses,3.32,Netral,Tidak,Cukup Baik,takut kehilangan pekerjaan,0.59
